ta_context,ta_question,ta_answer_text,en_context,en_question,en_answer_text,answer_start
"""அதன் காப்பகம் மற்றும் வரலாற்றுக்கான RIBA வழிகாட்டி (1986)"" ""கட்டிடக்கலைஞர்களின் சட்டரீதியான பதிவு"" ""பற்றிய ஒரு பகுதியை 1887 இன் வரைவு மசோதாவில் இருந்து 1969 ஆம் ஆண்டின் வரைவு வரைவு வரைவு வரைவு வரை விரிவுபடுத்துகிறது."" ""கல்வி பற்றிய வழிகாட்டி"" ""பிரிவு RIBA கட்டிடக்கலை கல்வி வாரியத்தின் 1904 இல் அமைக்கப்பட்டதையும், அங்கீகாரத்திற்காக விண்ணப்பித்த எந்தவொரு பள்ளியையும் பதிவு செய்கிறது, அதன் பாடத்திட்டம் வாரியத்தால் அங்கீகரிக்கப்பட்டது மற்றும் அதன் தேர்வுகள் ஒரு அங்கீகரிக்கப்பட்ட வெளிப்புற தேர்வாளரால் நடத்தப்பட்டன, மற்றும் அதன் அடைவுக்கான தரம் BAE இன்"" ""வருகை வாரியம்"" ""மூலம் குறிப்பிட்ட கால ஆய்வுகளால் உத்தரவாதம் அளிக்கப்பட்டது, அங்கீகரிக்கப்பட்ட பள்ளிகளின் பட்டியலில் வைக்கப்படலாம் மற்றும் அதன் மாணவர்கள் RIBA தேர்வுகளில் இருந்து விலக்களிக்கத் தகுதி பெற முடியும்.""",முதல் RIBA வாரியம் அமைக்கப்பட்டதை ராயல் இன்ஸ்டிடியூட் வழிகாட்டி எப்போது சுட்டிக்காட்டுகிறது?,1904,"The RIBA Guide to its Archive and History (1986) has a section on the ""Statutory registration of architects"" with a bibliography extending from a draft bill of 1887 to one of 1969. The Guide's section on ""Education"" records the setting up in 1904 of the RIBA Board of Architectural Education, and the system by which any school which applied for recognition, whose syllabus was approved by the Board and whose examinations were conducted by an approved external examiner, and whose standard of attainment was guaranteed by periodical inspections by a ""Visiting Board"" from the BAE, could be placed on the list of ""recognized schools"" and its successful students could qualify for exemption from RIBA examinations.",When does the Royal Institute's Guide indicate the first RIBA Board was established?,1904,287
"வியட்நாம்ஃ ஏப்ரல் 29 அன்று Ho Chi Minh City இல் இந்த நிகழ்வு நடைபெற்றது. சுமார் 60 சுடர் ஏந்தியவர்கள் ஒபேரா ஹவுஸில் இருந்து இராணுவ மண்டலம் 7 Tan Son Nhat International Airport க்கு அருகிலுள்ள போட்டி மண்டபம் வரை விளக்கை எடுத்துச் சென்றனர். வியட்நாம் சீனாவுடன் (மற்றும் பிற நாடுகளுடன்) பிராந்திய தகராறில் ஈடுபட்டுள்ளது. Spratly and Paracel Islands இன் இறையாண்மைக்காக சமீபத்தில் சீன அரசாங்கம் சர்ச்சைக்குரிய பகுதிகளில் Sansha என்ற பெயரில் ஒரு கவுண்டி-நிலை நகரத்தை நிறுவியதை அடுத்து, அதன் விளைவாக 2007 டிசம்பர் மாதம் Hanoi மற்றும் Ho Chi Minh City இல் சீன எதிர்ப்பு ஆர்ப்பாட்டங்கள் நடைபெற்றன.",வியட்நாமுக்கு தீ எப்போது வந்தது?,ஏப்ரல் 29," Vietnam: The event was held in Ho Chi Minh City on April 29. Some 60 torchbearers carried the torch from the downtown Opera House to the Military Zone 7 Competition Hall stadium near Tan Son Nhat International Airport along an undisclosed route. Vietnam is involved in a territorial dispute with China (and other countries) for sovereignty of the Spratly and Paracel Islands; tensions have risen recently[when?] following reports that the Chinese government had established a county-level city named Sansha in the disputed territories, resulting in anti-Chinese demonstrations in December 2007 in Hanoi and Ho Chi Minh City. However to sustain its relationship with China the Vietnamese government has actively sought to head off protests during the torch relay, with Prime Minister Nguyễn Tấn Dũng warning government agencies that ""hostile forces"" may try to disrupt the torch relay.",When did the torch arrive in Vietnam?,April 29,11
"இந்த நிறுவனம் ஐக்கிய இராச்சியத்தைச் சுற்றி ஒரு டஜன் பிராந்திய அலுவலகங்களையும் பராமரிக்கிறது, இது 1966ல் கேம்பிரிட்ஜில் இங்கிலாந்தின் கிழக்கிற்கான அதன் முதல் பிராந்திய அலுவலகத்தை திறந்தது.",இங்கிலாந்தில் ராயல் இன்ஸ்டிடியூட் எத்தனை செயற்கைக்கோள் அலுவலகங்களை நடத்துகிறது?,ஒரு டஜன்,"The Institute also maintains a dozen regional offices around the United Kingdom, it opened its first regional office for the East of England at Cambridge in 1966.",How many satellite offices does the Royal Institute run in the UK?,a dozen,43
"பிரிட்டிஷ் கட்டிடக்கலை நூலகம் (British Architectural Library), சில நேரங்களில் RIBA நூலகம் என்று குறிப்பிடப்படுகிறது, இது 1834 ஆம் ஆண்டில் நிறுவப்பட்டபோது உறுப்பினர்களின் நன்கொடைகளுடன் நிறுவப்பட்டது. இப்போது, நான்கு மில்லியனுக்கும் அதிகமான பொருட்களுடன், இது உலகின் மூன்று பெரிய கட்டிடக்கலை நூலகங்களில் ஒன்றாகவும் ஐரோப்பாவில் பெரியதாகவும் உள்ளது. சேகரிப்புகளில் இருந்து சில பொருட்கள் வி & ஏ + RIBA கட்டிடக்கலை காட்சியகத்தில் விக்டோரியா மற்றும் ஆல்பர்ட் அருங்காட்சியகத்தில் (V & A) நிரந்தர காட்சிப்படுத்தலில் உள்ளன மற்றும் RIBA மற்றும் ஐரோப்பா மற்றும் வட அமெரிக்கா முழுவதும் தற்காலிக கண்காட்சிகளில் சேர்க்கப்பட்டுள்ளன. அதன் சேகரிப்புகள்ஃ",ராயல் இன்ஸ்டிடியூட் லைப்ரரிக்கு வேறு என்ன பெயர்?,பிரிட்டிஷ் கட்டிடக்கலை நூலகம்,"The British Architectural Library, sometimes referred to as the RIBA Library, was established in 1834 upon the founding of the institute with donations from members. Now, with over four million items, it is one of the three largest architectural libraries in the world and the largest in Europe. Some items from the collections are on permanent display at the Victoria and Albert Museum (V&A) in the V&A + RIBA Architecture Gallery and included in temporary exhibitions at the RIBA and across Europe and North America. Its collections include:",What is another name for the Royal Institute Library?,The British Architectural Library,0
1934 ஆம் ஆண்டில் 9 கான்டுயிட் தெருவில் இருந்து 66 போர்ட்லண்ட் பிளேஸில் உள்ள பெரிய வளாகத்திற்கு RIBA இடம் பெயர்ந்ததற்கு நூலகத்தின் நெரிசல் சூழ்நிலைகளும் ஒரு காரணமாகும். இரண்டாம் உலகப் போர் முழுவதும் இந்த நூலகம் திறந்திருந்தது.,ரிபா நூலகத்தின் முதல் முகவரி என்ன?,9 கான்டுயிட் தெரு,The overcrowded conditions of the library was one of the reasons why the RIBA moved from 9 Conduit Street to larger premises at 66 Portland Place in 1934. The library remained open throughout World War Two and was able to shelter the archives of Modernist architect Adolf Loos during the war.,What was the RIBA Library's first address?,9 Conduit Street,17
com மற்றும் cyberctm. com ஆகிய இரண்டு இணைய மன்றங்களும் மே 2 முதல் 4 வரை மூடப்பட்டன.,எந்த வலைத் தளத்தில் ஒலிபரப்பை சீர்குலைக்க ஒரு வேண்டுகோளை வெளியிட்டதற்காக மகாவு குடிமகன் கைது செய்யப்பட்டார்?,cyberctm. com,"A Macau resident was arrested on April 26 for posting a message on cyberctm.com encouraging people to disrupt the relay. Both orchidbbs.com and cyberctm.com Internet forums were shut down from May 2 to 4. This fueled speculation that the shutdowns were targeting speeches against the relay. The head of the Bureau of Telecommunications Regulation has denied that the shutdowns of the websites were politically motivated. About 2,200 police were deployed on the streets, there were no interruptions.",A Macau citizen was arrested for posting a plea to disrupt the relay on what website?,cyberctm.com,12
சீனாஃ ஏப்பிரல் மாதத்திற்குப் பின்னர் முதல் தடவையாக சீனாவிற்குத் திரும்புகிறது. சர்வதேச ஒலிம்பிக் குழு (IOC) அதிகாரிகள் மற்றும் ஜாக்கி சான் போன்ற சீனப் பெரிய பிரபலங்கள் கலந்து கொண்ட கொண்டாட்டங்களுடன் மே 4ம் தேதி ஹைனனின் சான்யாவிற்குத் தீபம் வந்தது.,"அது ஏப்ரல் மாதத்தில் புறப்பட்ட பிறகு, எப்போது சீனாவுக்குத் திரும்புகிறது?",மே 4," China: The torch returned to China for the first time since April. The torch arrived in Sanya, Hainan on May 4 with celebrations attended by International Olympic Committee (IOC) officials and Chinese big names like Jackie Chan. The entire relay through Mainland China was largely a success with many people welcoming the arrival of the torch along the way.","After its April departure, when did the torch return to China?",May 4,199
"2004 முதல், வி & ஏ + ஆர் ஐ பி ஏ கட்டிடக்கலை கூட்டாண்மை மூலம், ஆர் ஐ பி ஏ மற்றும் வி & ஏ கட்டிடக்கலை பற்றிய புரிதல் மற்றும் அனுபவிப்பை மேம்படுத்துவதற்கு இணைந்து பணியாற்றி வருகின்றன.",விக்டோரியா மற்றும் ஆல்பர்ட் அருங்காட்சியகமும் ராயல் இன்ஸ்டிடியூட் ஆஃப் பிரிட்டிஷ் ஆர்கிடெக்ட்ஸ் நிறுவனமும் எப்போது முறையான உறவை ஆரம்பித்தன?,2004,"Since 2004, through the V&A + RIBA Architecture Partnership, the RIBA and V&A have worked together to promote the understanding and enjoyment of architecture.",When did the Victoria and Albert Museum and the Royal Institute of British Architects start a formal relationship?,2004,0
"கட்டிடக் கலைஞர்கள் பதிவு வாரியத்தைத் தவிர, யுகேவில் உள்ள கட்டிடக்கலை பள்ளிகளுக்கு ஒரு பாடநெறி சரிபார்ப்பு நடைமுறையின் கீழ் ரிபா அங்கீகாரத்தை வழங்குகிறது. இது ஏஆர்பியிடமிருந்து உள்ளீடு இல்லாமல் சர்வதேச பாடநெறிகளுக்கு அங்கீகாரத்தையும் வழங்குகிறது.","ஏஆர்பி தவிர, கட்டிடக்கலைஞர்களுக்கு சேவை செய்யும் பள்ளிகளுக்கு வேறு எந்த அமைப்பு அங்கீகார சேவைகளை வழங்குகிறது?",ரிபா,"In addition to the Architects Registration Board, the RIBA provides accreditation to architecture schools in the UK under a course validation procedure. It also provides validation to international courses without input from the ARB.","Aside from the ARB, what other organization offers accreditation services for schools serving architects?",RIBA,95
"பெய்ஜிங் ஒலிம்பிக் ஒழுங்கமைப்புக் குழு, மக்கள் ஆயுதப்படைகளில் இருந்து தேர்ந்தெடுக்கப்பட்ட நிராயுதபாணிகளான 30 பேர் அடங்கிய ஒரு குழுவை அதன் பயணம் முழுவதும் சுடரொளி ஏற்றிச் செல்வதற்காக அனுப்பியது. பெய்ஜிங் ஒலிம்பிக் விளையாட்டுக்கள் புனித சுடர் பாதுகாப்பு பிரிவாக ஆகஸ்ட் 2007ல் ஒரு விழாவில் உறுதிமொழி எடுத்துக் கொண்ட ஏசியன் டைம்ஸின்படி, அவர்களின் முக்கிய பணி ஒலிம்பிக் சுடரொளி, விளக்குகள் மற்றும் பாலங்கள் ஆகியவற்றிற்கு இடையே சுடரொளி ஏற்றிச் செல்வதில் உதவுவதாகும். அவர்கள் நீல நிற தண்டை உடைகளை அணிந்து, ஒவ்வொரு படியிலும் சுடரொளி ஏற்றிச் செல்வதை நோக்கமாகக் கொண்டுள்ளனர்.",பயணத்தின்போது எத்தனை உதவியாளர்கள் சுடர் ஏற்றப்பட்டார்கள்?,30 பேர்,"The Beijing Olympic Organizing Committee sent out a team of 30 unarmed attendants selected from the People's Armed Police to escort the flame throughout its journey. According to Asian Times, sworn in as the ""Beijing Olympic Games Sacred Flame Protection Unit"" during a ceremony in August 2007, their main job is to keep the Olympic flame alight throughout the journey and to assist in transferring the flame between the torches, the lanterns and the cauldrons. They wear matching blue tracksuits and are intended to accompany the torch every step of the way. One of the torch attendants, dubbed ""Second Right Brother,"" has developed a significant online fan-base, particularly among China's female netizens.",How many attendants accompanied the flame during it's travels?,30,106
"தேசிய வரலாற்று வெளியீடுகள் மற்றும் ஆவணங்கள் ஆணையம் (National Historical Publications and Records Commission-NHPRC)-இந்த அமைப்பின் மானிய தயாரிப்பு பிரிவு-மாநில மற்றும் உள்ளூர் அரசாங்கங்கள், பொது மற்றும் தனியார் காப்பகங்கள், கல்லூரிகள் மற்றும் பல்கலைக்கழகங்கள் மற்றும் பிற இலாப நோக்கற்ற அமைப்புக்களுக்கு வரலாற்று ஆவணங்களைப் பாதுகாத்து வெளியிடுவதற்காக நிதியை வழங்குகிறது.",என். ஏ. ஆர். ஏ. வின் எந்த கரம் மானியங்களை கையாளுகிறது?,தேசிய வரலாற்று வெளியீடுகள் மற்றும் ஆவணங்கள் ஆணையம்,"The National Historical Publications and Records Commission (NHPRC)—the agency's grant-making arm—awards funds to state and local governments, public and private archives, colleges and universities, and other nonprofit organizations to preserve and publish historical records. Since 1964, the NHPRC has awarded some 4,500 grants.",Which arm of NARA handles grants?,The National Historical Publications and Records Commission,0
"அரசு தகவல் சேவைகள் அலுவலகம் (Office of Government Information Services (OGIS)) என்பது பொதுமக்களுக்கும் அரசாங்கத்திற்கும் தகவல் சுதந்திரச் சட்டம் (FOIA) ஆதாரமாகும். ஃபோயா கொள்கைகள், நடைமுறைகள் மற்றும் ஃபோயா அமைப்புகளின் இணக்கங்களை மறுஆய்வு செய்வதற்கும் ஃபோயா மாற்றங்களுக்கு பரிந்துரைப்பதற்கும் காங்கிரஸ் NARA-வைக் குற்றம் சாட்டியுள்ளது. NARA இன் குறிக்கோள் ஃபோயா முரண்பாடுகளைத் தீர்ப்பதையும் உள்ளடக்கியது.",அரசாங்கத்திற்கும் பொதுமக்களுக்கும் எந்த வளத்தை OGIS வழங்குகிறது?,ஃபோயா,"The Office of Government Information Services (OGIS) is a Freedom of Information Act (FOIA) resource for the public and the government. Congress has charged NARA with reviewing FOIA policies, procedures and compliance of Federal agencies and to recommend changes to FOIA. NARA's mission also includes resolving FOIA disputes between Federal agencies and requesters.",OGIS provides what resource for the government and public?,FOIA,164
"""ஜப்பானில், நாகானோ நகர மேயர் ஷோயிச்சி வாஷிஜாவா கூறுகையில், நாகானோ காலில் தீபம் ஏற்றப்படுவதற்கு முன்னர் நகரத்தில்"" ""பெரும் தொந்தரவு"" ""ஏற்பட்டுள்ளதாக கூறினார். வாஷிஜாவாவின் உதவியாளர்கள், நகரத் தலைவரின் கருத்து ஒலிம்பிக் ஓட்டப்பந்தயத்தை திறந்து வைப்பதற்கான திட்டத்தை ரத்து செய்ததாகவும், அதைச் சுற்றியுள்ள இடையூறுகள் மற்றும் குழப்பம் பற்றியது என்றும் கூறினர். நாகானோ நகர அலுவலகத்தின் ஒரு நகர ஊழியர் ஐரோப்பாவில் ஆர்ப்பாட்டங்கள் முட்டாள்தனமானவை என்று ஒரு தொலைக்காட்சி நேர்காணலில் கூறினார். பின்னர் நாகானோ நகர அதிகாரபூர்வமாக மன்னிப்பு கோரினார் மற்றும்"" ""இத்தகைய வன்முறை எதிர்ப்புக்கள் ஏற்றுக்கொள்வது எளிதல்ல"" ""என்றும் அவர் விளக்கினார். திபெத்தின் சமீபத்திய வன்முறை குறித்தும் கவலைகளை மேற்கோள் காட்டினார்.""",நாகானோவின் மேயர் யார்?,ஷோயிச்சி வாஷிஜாவா,"In Japan, the Mayor of Nagano, Shoichi Washizawa said that it has become a ""great nuisance"" for the city to host the torch relay prior to the Nagano leg. Washizawa's aides said the mayor's remark was not criticism about the relay itself but about the potential disruptions and confusion surrounding it.　A city employee of the Nagano City Office ridiculed the protests in Europe, he said ""They are doing something foolish"", in a televised interview. Nagano City officially apologized later and explained what he had wanted to say was ""Such violent protests were not easy to accept"". Also citing concerns about protests as well as the recent violence in Tibet, a major Buddhist temple in Nagano cancelled its plans to host the opening stage of the Olympic torch relay, this temple was vandalised by an un-identified person the day after in apparent revenge,",Who was the mayor of Nagano?,Shoichi Washizawa,29
"முதலில் அமெரிக்க அரசாங்கத்தின் ஒவ்வொரு கிளை மற்றும் முகவாண்மையும் அதன் சொந்த ஆவணங்களை பராமரிக்கும் பொறுப்பை கொண்டிருந்தன, இது பெரும்பாலும் ஆவணங்களை இழப்பதற்கும் அழிப்பதற்கும் வழிவகுத்தது. காங்கிரஸ் 1934 ஆம் ஆண்டில் தேசிய ஆவணக் காப்பக ஸ்தாபனத்தை நிறுவியது, அமெரிக்க ஆவணக் காப்பகத்தின் தலைமை நிர்வாகியாக இருந்தார். தேசிய ஆவணக் காப்பகம் 1949 ஆம் ஆண்டில் GSA உடன் இணைக்கப்பட்டது-1985 ஆம் ஆண்டில் NARA (தேசிய ஆவணக் காப்பகம் மற்றும் ஆவணங்கள் நிர்வாகம்) என்ற ஒரு சுயாதீன அமைப்பாக மாறியது.",தேசிய ஆவணக் காப்பகம் எந்த ஆண்டில் நிறுவப்பட்டது?,1934,"Originally, each branch and agency of the U.S. government was responsible for maintaining its own documents, which often resulted in records loss and destruction. Congress established the National Archives Establishment in 1934 to centralize federal record keeping, with the Archivist of the United States as chief administrator. The National Archives was incorporated with GSA in 1949; in 1985 it became an independent agency as NARA (National Archives and Records Administration).",What year was the National Archives Establishment established in?,1934,198
"2006 மார்ச்சில், அமெரிக்க ஆவணக் காப்பகத்தால் ஒரு பொது விசாரணையில் NARA க்கும் பல்வேறு அரசாங்க நிறுவனங்களுக்கும் இடையே ஒரு புரிந்துணர்வு ஒப்பந்தம் இருந்ததாக வெளிப்படுத்தப்பட்டது, அதாவது, தேசிய பாதுகாப்பு என்ற பெயரில் சில ஆவணங்களை பொது அணுக்கத்திலிருந்து திரும்பப் பெறுதல் மற்றும் ஆராய்ச்சியாளர்கள் இந்த செயல்முறையை கண்டுபிடிக்க முடியாத வகையில் (அமெரிக்க மறுவகைப்படுத்தல் திட்டம்). 1999 முதல் விலக்கிக் கொள்ளப்பட்ட மூன்றில் ஒரு பகுதியினர் உணர்ச்சிபூர்வமான தகவல்களைக் கொண்டிருக்கவில்லை என்று ஒரு தணிக்கை சுட்டிக்காட்டியது. இந்த திட்டம் முதலில் 2007 இல் முடிவடையவிருந்தது.",மறுவகைப்படுத்தல் திட்டம் முதலில் எப்போது முடிவடையவிருந்தது?,2007,"In March 2006, it was revealed by the Archivist of the United States in a public hearing that a memorandum of understanding between NARA and various government agencies existed to ""reclassify"", i.e., withdraw from public access, certain documents in the name of national security, and to do so in a manner such that researchers would not be likely to discover the process (the U.S. reclassification program). An audit indicated that more than one third withdrawn since 1999 did not contain sensitive information. The program was originally scheduled to end in 2007.",When was the reclassification program originally intended to end?,2007,541
"""சீன செய்தி ஊடகமும் ஜின் ஜிங்கை"" ""வீரம்"" ""மற்றும்"" ""தேவதூதர்"" ""என்று அதிகாரபூர்வ சீன டார்ச் ரிலே வலைத்தளம் வர்ணித்துள்ளது. ஆனால் மேற்கத்திய செய்தி ஊடகம் ஆரம்பத்தில் இவரை பற்றி சிறிதளவே குறிப்பிட்டது.""",எந்த விளையாட்டு வீரரை தேவதூதர் என்று அதிகாரப்பூர்வ வெப்சைட் அழைத்தது?,ஜின் ஜிங்,"Chinese media have also reported on Jin Jing, whom the official Chinese torch relay website described as ""heroic"" and an ""angel"", whereas Western media initially gave her little mention – despite a Chinese claim that ""Chinese Paralympic athlete Jin Jing has garnered much attention from the media"".",Which athlete did the official website call an angel?,Jin Jing,20
"2010 ஆம் ஆண்டில், நிர்வாக ஆணை 13526 அனைத்து முகமைகளிலும் பொதுவகைப்படுத்தல் நடைமுறைகளை ஒருங்கிணைப்பதற்கும், பிற முகமைகளுக்கு பாதுகாப்பான ஆவண சேவைகளை வழங்குவதற்கும், பொதுவகைப்படுத்தலுக்காக என்ஏஆர்ஏ காவலில் உள்ள ஆவணங்களை மறுஆய்வு செய்வதற்கும் தேசிய டிகிளாசிஃபிகேஷன் மையத்தை உருவாக்கியது.",13526 ஆம் ஆண்டு உருவாக்கப்பட்ட நிர்வாக கட்டளை என்ன?,2010,"In 2010, Executive Order 13526 created the National Declassification Center to coordinate declassification practices across agencies, provide secure document services to other agencies, and review records in NARA custody for declassification.",What year was Executive Order 13526 created?,2010,0
"சுதந்திரத்தின் சாசனங்களுக்காக ரோட்டண்டாவிற்குள் நுழைந்தவுடன், தனிப்பட்ட ஆவணங்கள் மற்றும் பார்வையாளர்கள் தாங்கள் விரும்பும் ஆவணத்திலிருந்து ஆவணத்திற்கு நடந்து செல்ல அனுமதிக்கப்படுவதை காண எந்த கோடுகளும் இல்லை. 30 ஆண்டுகளுக்கும் மேலாக தேசிய ஆவணக் காப்பகம் ஃபிளாஷ் புகைப்படங்களை தடை செய்திருக்கிறது, ஆனால் தானியங்கி ஒளிப்படங்களுடன் கூடிய காமிராக்களின் வருகை விதிகளை செயல்படுத்துவதை பெருகிய முறையில் கடினமாக்கியுள்ளது. இதன் விளைவாக, பிப்ரவரி 25,2010 முதல் கண்காட்சி பகுதிகளில் பொதுமக்கள் படமெடுப்பது, புகைப்படமெடுப்பது மற்றும் வீடியோ எடுப்பது ஆகியவை தடை செய்யப்பட்டுள்ளன.",""""" ""சுதந்திர சாசனம்"" ""படத்துக்காக ரோட்டண்டாவில் படப்பிடிப்பு மற்றும் புகைப்படம் எடுப்பது எப்போது தடை செய்யப்பட்டது?""","பிப்ரவரி 25,2010","Once inside the Rotunda for the Charters of Freedom, there are no lines to see the individual documents and visitors are allowed to walk from document to document as they wish. For over 30 years the National Archives have forbidden flash photography but the advent of cameras with automatic flashes have made the rules increasingly difficult to enforce. As a result, all filming, photographing, and videotaping by the public in the exhibition areas has been prohibited since February 25, 2010.",Since when has all filming and photography in the Rotunda for the Charters of Freedom been banned?,"February 25, 2010",428
"அடிப்படை ஜோடிகளின் எண்ணிக்கையும் மரபணுக்களின் எண்ணிக்கையும் ஒரு இனத்திலிருந்து மற்றொரு இனத்திற்கு பரவலாக வேறுபடுகின்றன, மேலும் இரண்டுக்கும் இடையில் ஒரு கடினமான தொடர்பு மட்டுமே உள்ளது (C-மதிப்பு முரண்பாடு என்று அறியப்படும் ஒரு அவதானிப்பு). தற்போது, மிக அதிகமான அறியப்பட்ட மரபணுக்களின் எண்ணிக்கை சுமார் 60,000 ஆகும், புரோட்டோசோவாவின் காரணமாக டிரைகோமோனியாசிஸ் ஏற்படுகிறது (வரிசைப்படுத்தப்பட்ட யூகேரியோடிக் மரபணுக்களின் பட்டியலைக் காண்க), இது மனித மரபணுத்தொகையில் இருப்பதைவிட மூன்று மடங்கு அதிகமாகும்.",அடிப்படை ஜோடிகளின் எண்ணிக்கைக்கும் மரபணுக்களின் ஒட்டுமொத்த நிரப்புதலுக்கும் உள்ள உறவு என்ன?,C-மதிப்பு முரண்பாடு,"Both the number of base pairs and the number of genes vary widely from one species to another, and there is only a rough correlation between the two (an observation known as the C-value paradox). At present, the highest known number of genes is around 60,000, for the protozoan causing trichomoniasis (see List of sequenced eukaryotic genomes), almost three times as many as in the human genome.",What is the relation between the number of base pairs and total complement of genes in a species called?,C-value paradox,184
"இடப்பற்றாக்குறை காரணமாக, 1994 ஆம் ஆண்டில் மேரிலாந்து பல்கலைக்கழகம், கல்லூரி பூங்கா வளாகம் (8601 அடெல்பி சாலை, கல்லூரி பூங்கா, நிர்வாக இயக்குநர், 20740-6001) அருகாமையில் காப்பகம் II என்று அழைக்கப்படும் இரண்டாவது வசதியை NARA திறந்தது. இந்த அருகாமை காரணமாக, NARA மற்றும் மேரிலாந்து பல்கலைக்கழகம் கூட்டுறவு முயற்சிகளில் ஈடுபடுகின்றன. கல்லூரி பூங்கா வளாகத்தில் 1996 ஆம் ஆண்டில் தேசிய வரலாற்று இடங்களின் பதிவேட்டில் பட்டியலிடப்பட்ட தொல்பொருள் தளம் உள்ளது.",நராவின் இரண்டாவது வசதி என்ன?,காப்பகம் II,"Because of space constraints, NARA opened a second facility, known informally as Archives II, in 1994 near the University of Maryland, College Park campus (8601 Adelphi Road, College Park, MD, 20740-6001). Largely because of this proximity, NARA and the University of Maryland engage in cooperative initiatives. The College Park campus includes an archaeological site that was listed on the National Register of Historic Places in 1996.",What is the second facility of NARA named?,Archives II,169
"புதிய தொழில்நுட்பங்களின் வளர்ச்சியானது வரிசைப்படுத்துதலை மிகவும் எளிமையாகவும் மலிவாகவும் செய்துள்ளது, மேலும் முழு மரபணு வரிசைகளின் எண்ணிக்கை வேகமாக வளர்ந்து வருகிறது. அமெரிக்க தேசிய சுகாதார நிறுவனம் மரபணு தகவலின் பல விரிவான தரவுத்தளங்களில் ஒன்றை பராமரிக்கிறது. அரிசி, ஒரு எலி, தாவரம் அராபிடோப்சிஸ் தாலியானா, பஃபர் மீன் மற்றும் பாக்டீரியா இ. கோலை ஆகியவை பூர்த்தி செய்யப்பட்ட ஆயிரக்கணக்கான மரபணு வரிசைப்படுத்தும் திட்டங்களில் அடங்கும். டிசம்பர் 2013 இல், விஞ்ஞானிகள் முதன்முதலில் மனிதர்களின் அழிந்துபோன இனமான நியாண்டர்தலின் முழு மரபணுவையும் வரிசைப்படுத்தியுள்ளனர். 130,000 ஆண்டுகள் பழமையான நியாண்டர்தலில் இருந்து மரபணு எடுக்கப்பட்டது.",மரபணுக்களைப் பற்றிய ஏராளமான தகவல்களை எந்த அமெரிக்க அரசாங்க நிறுவனம் வைத்திருக்கிறது?,அமெரிக்க தேசிய சுகாதார நிறுவனம்,"The development of new technologies has made it dramatically easier and cheaper to do sequencing, and the number of complete genome sequences is growing rapidly. The US National Institutes of Health maintains one of several comprehensive databases of genomic information. Among the thousands of completed genome sequencing projects include those for rice, a mouse, the plant Arabidopsis thaliana, the puffer fish, and the bacteria E. coli. In December 2013, scientists first sequenced the entire genome of a Neanderthal, an extinct species of humans. The genome was extracted from the toe bone of a 130,000-year-old Neanderthal found in a Siberian cave.",Which U.S. government agency keeps a large amount of information on genomes?,US National Institutes of Health,167
"மரபணு வரிசை மரபணுவில் உள்ள ஒவ்வொரு டி. என். ஏ அடித்தளத்தின் வரிசையை பட்டியலிடுகிறது, ஒரு மரபணு வரைபடம் அடையாளங்களை அடையாளம் காட்டுகிறது. மரபணு வரிசையை விட மரபணு வரைபடம் குறைவாக விவரிக்கப்பட்டுள்ளது மற்றும் மரபணுவை சுற்றி செல்ல உதவுகிறது. மனித மரபணு திட்டம் மனித மரபணு வரைபடம் மற்றும் வரிசைப்படுத்த ஏற்பாடு செய்யப்பட்டது. திட்டத்தின் ஒரு அடிப்படை படி பாரிசில் உள்ள மரபணு நோக்கியில் ஜீன் வைஸன்பாக் மற்றும் அவரது குழு விரிவான மரபணு வரைபடத்தை வெளியிட்டது.",மரபணுத்தொகையின் முக்கியமான மற்றும் குறிப்பிடத்தக்க பகுதிகளை பட்டியலிடும் ஒரு பொருளுக்கான சொல் என்ன?,மரபணு வரைபடம்,"Whereas a genome sequence lists the order of every DNA base in a genome, a genome map identifies the landmarks. A genome map is less detailed than a genome sequence and aids in navigating around the genome. The Human Genome Project was organized to map and to sequence the human genome. A fundamental step in the project was the release of a detailed genomic map by Jean Weissenbach and his team at the Genoscope in Paris.",What is the term for something that lists the important and notable parts of a genome?,genome map,89
"மரபணு அமைப்பானது மரபணு அளவு, திரும்பத் திரும்ப நிகழாத மரபணு விகிதாச்சாரம் மற்றும் விவரங்களில் திரும்பத் திரும்ப நிகழும் டி. என். ஏ ஆகியவற்றை உள்ளடக்கிய மரபணுத்தொகையின் உள்ளடக்கங்களை விவரிக்க பயன்படுத்தப்படுகிறது. மரபணு அமைப்புகளை மரபணு அமைப்புகளுக்கு இடையில் ஒப்பிடுவதன் மூலம், விஞ்ஞானிகள் ஒரு குறிப்பிட்ட மரபணுவின் பரிணாம வரலாற்றை நன்கு புரிந்து கொள்ள முடியும்.",ஹாப்லாய்ட் மரபணுத்தொகையின் கூறுகளுக்கு பொறுப்பான சொல் என்ன?,மரபணு அமைப்பு,"Genome composition is used to describe the make up of contents of a haploid genome, which should include genome size, proportions of non-repetitive DNA and repetitive DNA in details. By comparing the genome compositions between genomes, scientists can better understand the evolutionary history of a given genome.",What is the term that accounts for the constituents of the haploid genome?,Genome composition,213
